YearAdj,Season,Secchi,SpecificCond,WaterTemp,DissOrthophos,DissNitrateNitrite,DissAmmonia
1975,Winter,42.45454545454545,2321.0454545454545,8.090909090909092,0.08928571428571429,NA,NA
1975,Spring,28.666666666666668,688.5555555555555,13.61111111111111,0.085,0.3225,NA
1975,Summer,37.59722222222222,1859.013888888889,21.041666666666668,0.06979166666666667,0.20541666666666666,NA
1975,Fall,44.80555555555556,2472.75,17.02777777777778,0.08,0.3016666666666667,NA
1976,Winter,59.861111111111114,4918.333333333333,10.027777777777779,0.08375,0.46375,NA
1976,Spring,40.47435897435897,7524.820512820513,15.794871794871796,0.07703703703703704,0.3425,NA
1976,Summer,49.282051282051285,8709.435897435897,21.53846153846154,0.10388888888888889,0.27185185185185184,NA
1976,Fall,63.794871794871796,9957.115384615385,19.012820512820515,0.12611111111111112,0.4622222222222222,NA
1977,Winter,59.92307692307692,11857.703703703704,10.179487179487179,0.11111111111111112,0.7792592592592593,NA
1977,Spring,50.23076923076923,12151.820512820514,15.448717948717949,0.09518518518518519,0.6866666666666666,NA
1977,Summer,59.333333333333336,13237.74358974359,21.974358974358974,0.10148148148148148,0.39425925925925925,NA
1977,Fall,61.26923076923077,13812.01282051282,18.884615384615383,0.11185185185185186,0.4659259259259259,NA
1978,Winter,31.58974358974359,5726.641025641025,11.487179487179487,0.13,1.1133333333333333,NA
1978,Spring,30.67948717948718,1736.025641025641,16.28205128205128,0.0962962962962963,0.49666666666666665,NA
1978,Summer,32.94871794871795,7285.653846153846,21.935897435897434,0.08518518518518518,0.28444444444444444,NA
1978,Fall,41.98717948717949,7099.025641025641,18.26923076923077,0.08592592592592593,0.26851851851851855,NA
1979,Winter,31.236842105263158,4308.461538461538,9.846153846153847,0.10703703703703704,0.7181481481481482,0.166
1979,Spring,34.46153846153846,3156.0897435897436,15.91025641025641,0.07296296296296297,0.4374074074074074,0.057962962962962966
1979,Summer,34.83783783783784,7010.1621621621625,22.2027027027027,0.065,0.168,0.0338
1979,Fall,51.743589743589745,8716.97435897436,18.705128205128204,0.0937037037037037,0.2809259259259259,0.07037037037037037
1980,Winter,36.714285714285715,5914.5,10.807692307692308,0.07444444444444445,0.355,0.08833333333333333
1980,Spring,41.205128205128204,2720.576923076923,15.615384615384615,0.061481481481481484,0.2959259259259259,0.05240740740740741
1980,Summer,38.756410256410255,5131.025641025641,21.08974358974359,0.07952380952380952,0.26611111111111113,0.04351851851851852
1980,Fall,49.8974358974359,7239.641025641025,16.987179487179485,0.07851851851851852,0.2625,0.0575925925925926
1981,Winter,48.6578947368421,6201.921052631579,10.447368421052632,0.10461538461538462,0.5684615384615385,0.1396153846153846
1981,Spring,45.55263157894737,5326.078947368421,17.276315789473685,0.10692307692307693,0.43846153846153846,0.09326923076923077
1981,Summer,58.88461538461539,8753.78205128205,22.41025641025641,0.09407407407407407,0.2338888888888889,0.049074074074074076
1981,Fall,56.205128205128204,9347.461538461539,18.512820512820515,0.09925925925925926,0.3485185185185185,0.10462962962962963
1982,Winter,38.51282051282051,3062.923076923077,10.76923076923077,0.0932,0.5811111111111111,0.15444444444444444
1982,Spring,43.229729729729726,1254.75,14.894736842105264,0.07307692307692308,0.26403846153846156,0.07596153846153847
1982,Summer,40.833333333333336,3855.128205128205,21.487179487179485,0.07314814814814816,0.2816666666666667,0.056296296296296296
1982,Fall,52.833333333333336,3887.2948717948716,17.397435897435898,0.06666666666666667,0.24,0.05153846153846154
1983,Winter,31.63157894736842,1841.4473684210527,10.421052631578947,0.0726923076923077,0.39576923076923076,0.1
1983,Spring,38.94871794871795,686.7435897435897,13.717948717948717,0.07,0.29555555555555557,0.08444444444444445
1983,Summer,53.333333333333336,2333.0526315789475,22.102564102564102,0.045925925925925926,0.19555555555555557,0.042222222222222223
1983,Fall,61.86486486486486,3244,18.512820512820515,0.054814814814814816,0.3022222222222222,0.05074074074074074
1984,Winter,47.48717948717949,2185.3333333333335,10.512820512820513,0.05,0.43666666666666665,0.07814814814814815
1984,Spring,56.64102564102564,5312.307692307692,15.820512820512821,0.07074074074074074,0.36074074074074075,0.06884615384615385
1984,Summer,54.166666666666664,6211.897435897436,22.487179487179485,0.08222222222222222,0.262037037037037,0.0552
1984,Fall,59.81578947368421,6074.448717948718,18.333333333333332,0.07777777777777778,0.31981481481481483,0.07648148148148148
1985,Winter,59.23076923076923,5218.871794871795,9.35897435897436,0.09666666666666666,0.5218518518518519,0.17
1985,Spring,67.73076923076923,7484.0641025641025,16.025641025641026,0.095,0.44796296296296295,0.11870370370370371
1985,Summer,59.95945945945946,6604.878378378378,22.33783783783784,0.0932,0.3938,0.0546
1985,Fall,80.36486486486487,8479.391891891892,16.824324324324323,0.09875,0.27875,0.06395833333333334
1986,Winter,66.56410256410257,7381.358974358975,10.58974358974359,0.14037037037037037,0.6518518518518519,0.21666666666666667
1986,Spring,36.71052631578947,2102.474358974359,16.141025641025642,0.06444444444444444,0.30777777777777776,0.05962962962962963
1986,Summer,35.2027027027027,4295.608108108108,21.58108108108108,0.0666,0.3094,0.0336
1986,Fall,48.64102564102564,6807.474358974359,16.935897435897434,0.07,0.32222222222222224,0.06685185185185186
1987,Winter,64.55263157894737,8867.78947368421,10.736842105263158,0.09703703703703703,0.5588888888888889,0.16666666666666666
1987,Spring,61.82051282051282,7028.051282051282,17.384615384615383,0.09148148148148148,0.5824074074074074,0.10851851851851853
1987,Summer,50.75,8828.026315789473,21.644736842105264,0.09346153846153846,0.42903846153846154,0.05307692307692308
1987,Fall,63.98684210526316,11927.564102564103,19.205128205128204,0.08314814814814815,0.4562962962962963,0.14444444444444446
1988,Winter,56.45945945945946,9627.578947368422,11.526315789473685,0.10384615384615385,0.555,0.14653846153846153
1988,Spring,54.14473684210526,8642,17.342105263157894,0.11423076923076923,0.520576923076923,0.10442307692307692
1988,Summer,43.82051282051282,9744.679487179486,21.666666666666668,0.12596153846153846,0.41944444444444445,0.05
1988,Fall,61.03846153846154,12019.076923076924,18.974358974358974,0.11314814814814815,0.45,0.0906
1989,Winter,63.60526315789474,12687.51282051282,9.794871794871796,0.1322222222222222,0.6129629629629629,0.17592592592592593
1989,Spring,48.47222222222222,2022.8055555555557,17.069444444444443,0.10833333333333334,0.508125,0.11523333333333333
1989,Summer,47.85897435897436,7424.7692307692305,21.435897435897434,0.09115384615384615,0.28351851851851856,0.04596296296296296
1989,Fall,69.53846153846153,9741.192307692309,18.44871794871795,0.10333333333333333,0.39092592592592595,0.09930555555555556
1990,Winter,70.4054054054054,8143.868421052632,10.789473684210526,0.10346153846153847,0.45,0.1673076923076923
1990,Spring,61.47435897435897,10221.807692307691,17.153846153846153,0.09195185185185185,0.4652351851851852,0.08908888888888888
1990,Summer,51.46153846153846,8987.576923076924,22.205128205128204,0.1226923076923077,0.46074074074074073,0.03802962962962963
1990,Fall,79.84615384615384,11680.858974358975,18.03846153846154,0.12318181818181818,0.41685185185185186,0.056542592592592596
1991,Winter,83.16216216216216,11326.891891891892,10.297297297297296,0.1348,0.532,0.232
1991,Spring,45.56410256410256,7678.076923076923,15.051282051282051,0.1537037037037037,0.7642592592592593,0.2164814814814815
1991,Summer,49.717948717948715,9779.25641025641,21.333333333333332,0.14692307692307693,0.4874074074074074,0.06748148148148149
1991,Fall,72.53846153846153,12052.705128205129,19.371794871794872,0.11592592592592593,0.43821666666666664,0.08510925925925926
1992,Winter,74.82051282051282,9088.076923076924,10.974358974358974,0.13074074074074074,0.6818518518518518,0.20037037037037037
1992,Spring,52.205128205128204,7302.038461538462,18.05128205128205,0.11518518518518518,0.5521425925925926,0.12677592592592593
1992,Summer,58.717948717948715,10735.97435897436,22.564102564102566,0.13666666666666666,0.3812962962962963,0.03741296296296296
1992,Fall,79.17948717948718,11742.051282051281,19.96153846153846,0.12074074074074075,0.5027777777777778,0.07040555555555555
1993,Winter,48.794871794871796,6332.717948717948,11.128205128205128,0.1419888888888889,0.7674074074074074,0.2392074074074074
1993,Spring,59.69230769230769,2875.076923076923,17.025641025641026,0.07407407407407407,0.49292962962962966,0.07694444444444444
1993,Summer,55.92307692307692,4185.717948717948,21.525641025641026,0.06666666666666667,0.22703333333333334,0.045787037037037036
1993,Fall,73.7948717948718,8712.102564102564,19.384615384615383,0.07296296296296297,0.4514814814814815,0.0952925925925926
1994,Winter,79.48717948717949,9689.461538461539,9.974358974358974,0.09333333333333334,0.5748148148148148,0.26296296296296295
1994,Spring,62.73684210526316,5016.973684210527,16.736842105263158,0.0908,0.6432,0.1356
1994,Summer,55.53846153846154,9994.02564102564,22.243589743589745,0.10611111111111111,0.47944444444444445,0.05391111111111111
1994,Fall,89.74358974358974,11064.153846153846,16.44871794871795,0.0944,0.3992307692307692,0.095
1995,Winter,46.35897435897436,3542.3076923076924,10.846153846153847,0.10481481481481482,0.6774074074074075,0.16037037037037039
1995,Spring,44.07692307692308,1127.2564102564102,14.487179487179487,0.07703703703703704,0.3037037037037037,0.07579629629629629
1995,Summer,54.55263157894737,3005.157894736842,21.5,0.051923076923076926,0.24846153846153846,0.05019615384615385
1995,Fall,72.25641025641026,5465.538461538462,18.692307692307693,0.05555555555555556,0.31333333333333335,0.0862962962962963
1996,Winter,34.8421052631579,3000.5641025641025,12.102564102564102,0.11074074074074074,0.6766666666666666,0.2125925925925926
1996,Spring,56.282051282051285,2450.4594594594596,16.72051282051282,0.054814814814814816,0.3937037037037037,0.04777777777777778
1996,Summer,56.23076923076923,4786.153846153846,22.58974358974359,0.06962962962962962,0.3677777777777778,0.06444444444444444
1996,Fall,64.94736842105263,9357.054054054053,17.34102564102564,0.07555555555555556,0.40629629629629627,0.12592592592592594
1997,Winter,36.078947368421055,1550.1315789473683,11.452631578947368,0.07615384615384616,0.53,0.11961538461538462
1997,Spring,54.69230769230769,4784.315789473684,17.287179487179486,0.05444444444444445,0.5274074074074074,0.07962962962962963
1997,Summer,54.28947368421053,6828.135135135135,22.360526315789475,0.08461538461538462,0.4907692307692308,0.07923076923076923
1997,Fall,76.84615384615384,9655.153846153846,19.48974358974359,0.07740740740740741,0.44074074074074077,0.10703703703703704
1998,Winter,44.1025641025641,4917.973684210527,10.805128205128206,0.10592592592592592,0.6951851851851851,0.14705555555555555
1998,Spring,46.885714285714286,2191.1666666666665,15.052222222222222,0.056923076923076923,0.42407407407407405,0.058888888888888886
1998,Summer,41.64102564102564,2964.972222222222,22.410882352941176,0.05814814814814815,0.277037037037037,0.0519962962962963
1998,Fall,53.4054054054054,5707.472222222223,17.622777777777777,0.06192307692307693,0.40115384615384614,0.10884615384615384
1999,Winter,52.03030303030303,3477.323529411765,8.967878787878789,0.05478260869565218,0.5730434782608695,0.1356521739130435
1999,Spring,47.07692307692308,2886.2051282051284,13.271282051282052,0.04148148148148148,0.37444444444444447,0.0662962962962963
1999,Summer,41.282051282051285,5103.815789473684,20.848717948717947,0.0674074074074074,0.4444444444444444,0.06444444444444444
1999,Fall,65.29729729729729,9925.868421052632,18.3,0.06666666666666667,0.4811111111111111,0.1562962962962963
2000,Winter,59.5,6740.051282051282,10.738974358974358,0.09555555555555556,0.6137037037037038,0.25407407407407406
2000,Spring,51.05128205128205,2883.153846153846,15.937435897435897,0.05740740740740741,0.31592592592592594,0.06547407407407407
2000,Summer,49.07692307692308,5924.666666666667,21.617948717948718,0.07592592592592592,0.4462962962962963,0.07368888888888889
2000,Fall,61,8785.179487179486,18.628205128205128,0.06962962962962962,0.43666666666666665,0.10645555555555555
2001,Winter,73.65789473684211,11279.432432432432,10.098947368421053,0.08259259259259259,0.5948148148148148,0.3062962962962963
2001,Spring,46.90769230769231,5328.51282051282,16.667692307692306,0.07481481481481482,0.664074074074074,0.10703703703703704
2001,Summer,54.51282051282051,8062.2307692307695,21.777948717948718,0.09296296296296297,0.5459259259259259,0.07592592592592592
2001,Fall,64.43589743589743,11473.846153846154,18.927692307692308,0.08185185185185186,0.5348148148148149,0.10814814814814815
2002,Winter,44.578947368421055,4896.48717948718,10.553589743589743,0.10444444444444445,0.7444444444444445,0.22518518518518518
2002,Spring,51.794871794871796,5426.307692307692,15.563589743589743,0.06576666666666667,0.5333333333333333,0.12655925925925926
2002,Summer,55.38461538461539,7602.717948717948,22.22051282051282,0.08592592592592592,0.47185185185185186,0.056937037037037036
2002,Fall,69.57894736842105,10754.684210526315,18.435526315789474,0.07538461538461538,0.4853846153846154,0.14576923076923076
2003,Winter,65.52631578947368,6674.948717948718,11.307692307692308,0.0758925925925926,0.6837037037037037,0.25037037037037035
2003,Spring,70.3076923076923,4955.2307692307695,15.684615384615384,0.05262962962962963,0.4948148148148148,0.11853333333333334
2003,Summer,61.43589743589744,5003.402564102564,22.284615384615385,0.07777777777777778,0.3440740740740741,0.05925925925925926
2003,Fall,89.57894736842105,10029.41282051282,18.834871794871795,0.07814814814814815,0.4374074074074074,0.08592592592592593
2004,Winter,55.23076923076923,4977.2307692307695,10.91128205128205,0.09777777777777778,0.7344444444444445,0.3325925925925926
2004,Spring,54.717948717948715,3448.6923076923076,17.833333333333332,0.06111111111111111,0.47074074074074074,0.09042222222222222
2004,Summer,57.43589743589744,8277.71794871795,21.673846153846153,0.07851851851851852,0.48444444444444446,0.08812592592592593
2004,Fall,82.74358974358974,10122.384615384615,17.493076923076924,0.07740740740740741,0.5377777777777778,0.13962962962962963
2005,Winter,66.07692307692308,6387.25641025641,10.58897435897436,0.09111111111111111,0.7562962962962962,0.2137037037037037
2005,Spring,71.48717948717949,3238.4615384615386,16.73179487179487,0.05444444444444445,0.4059259259259259,0.08431851851851851
2005,Summer,70.61538461538461,5405.358974358975,22.01923076923077,0.06222222222222222,0.29,0.059807407407407406
2005,Fall,86.35897435897436,9462.666666666666,17.432307692307692,0.06444444444444444,0.45111111111111113,0.11355555555555556
2006,Winter,57.794871794871796,4656.666666666667,10.618461538461538,0.061481481481481484,0.557037037037037,0.2006111111111111
2006,Spring,56.41025641025641,1425.3333333333333,15.406666666666666,0.04296296296296296,0.21925925925925926,0.04407407407407407
2006,Summer,53.56410256410256,4782.538461538462,22.78974358974359,0.05592592592592593,0.2848148148148148,0.0730925925925926
2006,Fall,72.15384615384616,8548.153846153846,18.223076923076924,0.056296296296296296,0.42666666666666664,0.08962962962962963
2007,Winter,76.25641025641026,8519.179487179486,10.11025641025641,0.05368148148148148,0.7348148148148148,0.15306296296296296
2007,Spring,68.71794871794872,5892.179487179487,16.223076923076924,0.06222222222222222,0.6433333333333333,0.07504444444444444
2007,Summer,66.43589743589743,7752.282051282052,21.379487179487178,0.06962962962962962,0.49444444444444446,0.06444444444444444
2007,Fall,97.46153846153847,9691.871794871795,17.91025641025641,0.06074074074074074,0.5355555555555556,0.07592592592592592
2008,Winter,55.46153846153846,7609.794871794872,9.753846153846153,0.0811111111111111,0.9722222222222222,0.1562962962962963
2008,Spring,56.76923076923077,6139.871794871795,15.758974358974358,0.06481481481481481,0.674074074074074,0.07111111111111111
2008,Summer,69.58974358974359,8946,21.8,0.07777777777777778,0.5722222222222222,0.055185185185185184
2008,Fall,93.87179487179488,10953.307692307691,19.553846153846155,0.07518518518518519,0.6151851851851852,0.07703703703703704
2009,Winter,91.7948717948718,9931.538461538461,10.85897435897436,0.07740740740740741,0.9888888888888889,0.14155925925925927
2009,Spring,73.12820512820512,5344.333333333333,16.476923076923075,0.0737037037037037,0.5744444444444444,0.06259259259259259
2009,Summer,80.35897435897436,7760.641025641025,21.876923076923077,0.05925925925925926,0.2966666666666667,0.044444444444444446
2009,Fall,98.75,10396.076923076924,18.65897435897436,0.0662962962962963,0.4374074074074074,0.0705962962962963
2010,Winter,77.02564102564102,8762.48717948718,10.112820512820512,0.06407407407407407,0.7177777777777777,0.12185185185185185
2010,Spring,74.41025641025641,3905.6153846153848,14.787179487179488,0.06962962962962962,0.49925925925925924,0.06685925925925926
2010,Summer,78.41025641025641,6026.538461538462,20.948205128205128,0.06185185185185185,0.33037037037037037,0.04878148148148148
2010,Fall,116.51282051282051,10315.948717948719,18.72051282051282,0.06296296296296297,0.49222222222222223,0.05925925925925926
2011,Winter,82.82051282051282,6269.923076923077,10.577692307692308,0.05037037037037037,0.4659259259259259,0.1
2011,Spring,84.2051282051282,2339.7948717948716,14.971794871794872,0.044444444444444446,0.25,0.04703703703703704
2011,Summer,88.82051282051282,3951.6923076923076,20.564102564102566,0.04925925925925926,0.21407407407407408,0.03531851851851852
2011,Fall,118.21052631578948,7311.1578947368425,18.15921052631579,0.05333333333333334,0.32037037037037036,0.06185185185185185
2012,Winter,100.51282051282051,9472,10.065384615384616,0.06740740740740742,0.6792592592592592,0.12962962962962962
2012,Spring,74.1025641025641,4207.897435897436,15.725641025641025,0.060000000000000005,0.5677777777777778,0.08
2012,Summer,89.94871794871794,7635.153846153846,21.66,0.07074074074074074,0.36333333333333334,0.054233333333333335
2012,Fall,128.51282051282053,10466.846153846154,19.46025641025641,0.08518518518518518,0.43592592592592594,0.07005555555555555
2013,Winter,73.48717948717949,5806.358974358975,10.966666666666667,0.07925925925925927,0.7577777777777778,0.1322222222222222
2013,Spring,90.71794871794872,7663.025641025641,17.564102564102566,0.07740740740740741,0.5655555555555556,0.07555925925925926
2013,Summer,77.6923076923077,8414.948717948719,21.694871794871794,0.09666666666666666,0.3907407407407407,0.04878518518518518
2013,Fall,100.1025641025641,10902.25641025641,17.88025641025641,0.10148148148148148,0.44283703703703703,0.07555555555555556
2014,Winter,121.07692307692308,11657.179487179486,9.926666666666666,0.0874074074074074,0.8737037037037036,0.15259259259259259
2014,Spring,89.7948717948718,7379.102564102564,17.06153846153846,0.09777777777777778,0.8133333333333334,0.09259259259259259
2014,Summer,90.61538461538461,11411.76923076923,22.1974358974359,0.10407407407407408,0.4111111111111111,0.034881481481481486
2014,Fall,120.05128205128206,12078.923076923076,20.3,0.11777777777777777,0.4488888888888889,0.049444444444444444
2015,Winter,53.87179487179487,7026.051282051282,12.44948717948718,0.1162962962962963,0.9492592592592592,0.15296296296296297
2015,Spring,70.46153846153847,10511.871794871795,17.275128205128205,0.09444444444444444,0.6196296296296296,0.08259259259259259
2015,Summer,74.70270270270271,12192.461538461539,22.34128205128205,0.10851851851851851,0.45481481481481484,0.047214814814814814
2015,Fall,102.35897435897436,12748.153846153846,20.092820512820513,0.11518518518518518,0.4857888888888889,0.03958518518518519
2016,Winter,75.43589743589743,10291.358974358975,10.52179487179487,0.07333333333333333,0.6681481481481482,0.11666666666666667
2016,Spring,76.76923076923077,5690.820512820513,17.62923076923077,0.0637037037037037,0.3937259259259259,0.07868148148148148
2016,Summer,78.05128205128206,7831.128205128205,21.71076923076923,0.06703703703703703,0.22777777777777777,0.051333333333333335
2016,Fall,123.53846153846153,10837.307692307691,18.46205128205128,0.10925925925925926,0.43703703703703706,0.07777777777777778
2017,Winter,56.92307692307692,4048.846153846154,10.438461538461539,0.09222222222222222,0.5577777777777778,0.10407407407407408
2017,Spring,71.48717948717949,1909.974358974359,14.831538461538461,0.06962962962962962,0.2903703703703704,0.04703703703703704
2017,Summer,80.71794871794872,6163.615384615385,21.79230769230769,0.07407407407407407,0.2284,0.05666666666666667
2017,Fall,107.58974358974359,7224.179487179487,18.43076923076923,0.0874074074074074,0.4362962962962963,0.08222222222222222
2018,Winter,110.05128205128206,8907.897435897436,11.255897435897436,0.09111111111111111,0.6648148148148149,0.12666666666666668
2018,Spring,101.12820512820512,5007.74358974359,15.711538461538462,0.07777777777777778,0.4348148148148148,0.07391481481481482
2018,Summer,91.8974358974359,7984.25641025641,21.877692307692307,0.09885185185185186,0.3575962962962963,0.05266666666666667
2018,Fall,121.58974358974359,11082.205128205129,17.083589743589744,0.10925925925925926,0.4917037037037037,0.0812962962962963
2019,Winter,82.76923076923077,6732.538461538462,10.392820512820514,0.10607407407407407,0.7756923076923077,0.1401851851851852
2019,Spring,77.53846153846153,2016.948717948718,14.93897435897436,0.061922222222222226,0.2795111111111111,0.04619259259259259
2019,Summer,90.76923076923077,5016.333333333333,22.143846153846155,0.07340740740740741,0.2039037037037037,0.03585185185185185
2019,Fall,117.7948717948718,6784.205128205128,18.582307692307694,0.07995454545454546,0.31196666666666667,0.06915714285714286
2020,Winter,95.23076923076923,8642.333333333334,10.766666666666667,0.08462962962962964,0.640174074074074,0.17652173913043478
2020,Spring,125.53846153846153,9175.23076923077,13.385384615384616,0.07055555555555557,0.5533333333333333,0.175
2020,Summer,104.35897435897436,8834.97435897436,22.518461538461537,0.09173333333333333,0.3017518518518518,0.03798888888888889
2020,Fall,131.43589743589743,11084.589743589744,19.389230769230767,0.11448148148148148,0.4703555555555556,0.05692962962962963
2021,Winter,181.33333333333334,2897.3333333333335,11.34,0.051,0.31,0.0391
2021,Spring,96.25641025641026,9773.179487179486,15.763333333333334,0.11366666666666667,0.715037037037037,0.08222592592592592
2021,Summer,91.23076923076923,12031.307692307691,21.925641025641024,0.11507407407407408,0.3204185185185185,0.04494814814814815
2021,Fall,89.3157894736842,11902.205128205129,18.23051282051282,0.12151851851851853,0.46223703703703706,0.06686296296296296
